team,pretourney_odds,season,odds_int,implied_probability
Mississippi State,30000,2008,30000,0.0033222591362126247
Michigan,30000,2008,30000,0.0033222591362126247
VCU,30000,2008,30000,0.0033222591362126247
Dayton,50000,2008,50000,0.001996007984031936
Minnesota,50000,2008,50000,0.001996007984031936
Siena,50000,2008,50000,0.001996007984031936
Western Kentucky,50000,2008,50000,0.001996007984031936
Utah State,75000,2008,75000,0.0013315579227696406
Alabama State,100000,2008,100000,0.000999000999000999
Binghampton,100000,2008,100000,0.000999000999000999
Chattanooga,100000,2008,100000,0.000999000999000999
Cleveland State,100000,2008,100000,0.000999000999000999
CS Northridge,100000,2008,100000,0.000999000999000999
East Tennessee State,100000,2008,100000,0.000999000999000999
Morehead State,100000,2008,100000,0.000999000999000999
Morgan State,100000,2008,100000,0.000999000999000999
Radford,100000,2008,100000,0.000999000999000999
Robert Morris,100000,2008,100000,0.000999000999000999
Akron,250000,2008,250000,0.00039984006397441024
Northern Iowa,250000,2008,250000,0.00039984006397441024
Portland State,250000,2008,250000,0.00039984006397441024
American,500000,2008,500000,0.0001999600079984003
Cornell,500000,2008,500000,0.0001999600079984003
North Dakota State,500000,2008,500000,0.0001999600079984003
Stephen F. Austin,500000,2008,500000,0.0001999600079984003
Georgetown,0,2008,0,1.0
Kentucky,0,2008,0,1.0
Notre Dame,0,2008,0,1.0
Florida,0,2008,0,1.0
Davidson,0,2008,0,1.0
Miami (FL),0,2008,0,1.0
Baylor,0,2008,0,1.0
Kansas State,0,2008,0,1.0
Washington State,0,2008,0,1.0
Georgia,0,2008,0,1.0
Virginia Tech,0,2008,0,1.0
Indiana,0,2008,0,1.0
Ole Miss,0,2008,0,1.0
Oregon,0,2008,0,1.0
Stanford,0,2008,0,1.0
Alabama,0,2008,0,1.0
Arkansas,0,2008,0,1.0
Drake,0,2008,0,1.0
Iowa,0,2008,0,1.0
UNLV,0,2008,0,1.0
Vanderbilt,0,2008,0,1.0
Georgia Tech,0,2008,0,1.0
NC State,0,2008,0,1.0
Texas Tech,0,2008,0,1.0
Iowa State,0,2008,0,1.0
Kent State,0,2008,0,1.0
Rhode Island,0,2008,0,1.0
Seton Hall,0,2008,0,1.0
South Carolina,0,2008,0,1.0
Southern Illinois,0,2008,0,1.0
St Joseph's,0,2008,0,1.0
UC Santa Barbara,0,2008,0,1.0
Virginia,0,2008,0,1.0
Duke,650,2009,650,0.13333333333333333
Butler,8000,2009,8000,0.012345679012345678
West Virginia,1000,2009,1000,0.09090909090909091
Michigan State,2500,2009,2500,0.038461538461538464
Kentucky,300,2009,300,0.25
Kansas State,2000,2009,2000,0.047619047619047616
Baylor,3500,2009,3500,0.027777777777777776
Tennessee,6600,2009,6600,0.014925373134328358
Syracuse,700,2009,700,0.125
Ohio State,1200,2009,1200,0.07692307692307693
Xavier,8000,2009,8000,0.012345679012345678
Purdue,6000,2009,6000,0.01639344262295082
Washington,20000,2009,20000,0.004975124378109453
St Mary's (CA),0,2009,0,1.0
Northern Iowa,25000,2009,25000,0.00398406374501992
Cornell,0,2009,0,1.0
Kansas,175,2009,175,0.36363636363636365
Villanova,1800,2009,1800,0.05263157894736842
Wisconsin,5000,2009,5000,0.0196078431372549
Maryland,3300,2009,3300,0.029411764705882353
Pittsburgh,5000,2009,5000,0.0196078431372549
New Mexico,5000,2009,5000,0.0196078431372549
BYU,10000,2009,10000,0.009900990099009901
Wake Forest,15000,2009,15000,0.006622516556291391
Georgia Tech,10000,2009,10000,0.009900990099009901
Missouri,15000,2009,15000,0.006622516556291391
California,10000,2009,10000,0.009900990099009901
Gonzaga,10000,2009,10000,0.009900990099009901
Texas A&M,10000,2009,10000,0.009900990099009901
Old Dominion,30000,2009,30000,0.0033222591362126247
Ohio,0,2009,0,1.0
Murray State,30000,2009,30000,0.0033222591362126247
Georgetown,2500,2009,2500,0.038461538461538464
Temple,8000,2009,8000,0.012345679012345678
Vanderbilt,8000,2009,8000,0.012345679012345678
Texas,10000,2009,10000,0.009900990099009901
Louisville,10000,2009,10000,0.009900990099009901
Memphis,10000,2009,10000,0.009900990099009901
Marquette,10000,2009,10000,0.009900990099009901
Notre Dame,10000,2009,10000,0.009900990099009901
Oklahoma State,10000,2009,10000,0.009900990099009901
Florida,12500,2009,12500,0.007936507936507936
Clemson,15000,2009,15000,0.006622516556291391
Florida State,20000,2009,20000,0.004975124378109453
Minnesota,20000,2009,20000,0.004975124378109453
UNLV,25000,2009,25000,0.00398406374501992
Houston,25000,2009,25000,0.00398406374501992
UTEP,25000,2009,25000,0.00398406374501992
New Mexico State,30000,2009,30000,0.0033222591362126247
FIELD,0,2009,0,1.0
Connecticut,0,2009,0,1.0
Illinois,0,2009,0,1.0
North Carolina,0,2009,0,1.0
Virginia Tech,0,2009,0,1.0
Mississippi State,0,2009,0,1.0
Arizona,0,2009,0,1.0
Ole Miss,0,2009,0,1.0
UCLA,0,2009,0,1.0
Seton Hall,0,2009,0,1.0
Stanford,0,2009,0,1.0
Cincinnati,0,2009,0,1.0
Washington State,0,2009,0,1.0
Indiana,0,2009,0,1.0
Arizona State,0,2009,0,1.0
USC,0,2009,0,1.0
Oklahoma,0,2009,0,1.0
Siena,0,2009,0,1.0
LSU,0,2009,0,1.0
Miami (FL),0,2009,0,1.0
Alabama,0,2009,0,1.0
Boston College,0,2009,0,1.0
Auburn,0,2009,0,1.0
Michigan,0,2009,0,1.0
Penn State,0,2009,0,1.0
South Carolina,0,2009,0,1.0
NC State,0,2009,0,1.0
Iowa,0,2009,0,1.0
Arkansas,0,2009,0,1.0
Cleveland State,0,2009,0,1.0
Creighton,0,2009,0,1.0
Duquesne,0,2009,0,1.0
George Mason,0,2009,0,1.0
Iowa State,0,2009,0,1.0
Nebraska,0,2009,0,1.0
Nevada,0,2009,0,1.0
Niagara,0,2009,0,1.0
Northwestern,0,2009,0,1.0
Oregon State,0,2009,0,1.0
Pacific,0,2009,0,1.0
Rhode Island,0,2009,0,1.0
San Diego State,0,2009,0,1.0
Tulsa,0,2009,0,1.0
UAB,0,2009,0,1.0
Utah,0,2009,0,1.0
Utah State,0,2009,0,1.0
VCU,0,2009,0,1.0
Virginia,0,2009,0,1.0
Western Kentucky,0,2009,0,1.0
Providence,0,2009,0,1.0
St John's,0,2009,0,1.0
St Joseph's,0,2009,0,1.0
St Louis,0,2009,0,1.0
Oregon,0,2009,0,1.0
Dayton,0,2009,0,1.0
Texas Tech,0,2009,0,1.0
Georgia,0,2009,0,1.0
Connecticut,2500,2010,2500,0.038461538461538464
Butler,20000,2010,20000,0.004975124378109453
Kentucky,1600,2010,1600,0.058823529411764705
VCU,30000,2010,30000,0.0033222591362126247
Kansas,400,2010,400,0.2
North Carolina,1800,2010,1800,0.05263157894736842
Florida,2000,2010,2000,0.047619047619047616
Arizona,8000,2010,8000,0.012345679012345678
Ohio State,450,2010,450,0.18181818181818182
Duke,400,2010,400,0.2
San Diego State,2000,2010,2000,0.047619047619047616
Wisconsin,5000,2010,5000,0.0196078431372549
BYU,4000,2010,4000,0.024390243902439025
Florida State,25000,2010,25000,0.00398406374501992
Richmond,30000,2010,30000,0.0033222591362126247
Marquette,12500,2010,12500,0.007936507936507936
Pittsburgh,700,2010,700,0.125
Texas,2000,2010,2000,0.047619047619047616
Syracuse,2200,2010,2200,0.043478260869565216
Purdue,2500,2010,2500,0.038461538461538464
Kansas State,5000,2010,5000,0.0196078431372549
Washington,4000,2010,4000,0.024390243902439025
West Virginia,10000,2010,10000,0.009900990099009901
UCLA,12500,2010,12500,0.007936507936507936
Temple,15000,2010,15000,0.006622516556291391
Illinois,10000,2010,10000,0.009900990099009901
Michigan,25000,2010,25000,0.00398406374501992
George Mason,25000,2010,25000,0.00398406374501992
Morehead State,40000,2010,40000,0.0024937655860349127
Notre Dame,1800,2010,1800,0.05263157894736842
Louisville,2200,2010,2200,0.043478260869565216
St John's,5000,2010,5000,0.0196078431372549
Michigan State,8000,2010,8000,0.012345679012345678
Gonzaga,8000,2010,8000,0.012345679012345678
Georgetown,10000,2010,10000,0.009900990099009901
UNLV,10000,2010,10000,0.009900990099009901
Utah State,10000,2010,10000,0.009900990099009901
Cincinnati,10000,2010,10000,0.009900990099009901
Missouri,12500,2010,12500,0.007936507936507936
Vanderbilt,12500,2010,12500,0.007936507936507936
Old Dominion,12500,2010,12500,0.007936507936507936
Villanova,15000,2010,15000,0.006622516556291391
Tennessee,20000,2010,20000,0.004975124378109453
Belmont,20000,2010,20000,0.004975124378109453
Penn State,22500,2010,22500,0.004424778761061947
Xavier,25000,2010,25000,0.00398406374501992
Texas A&M,25000,2010,25000,0.00398406374501992
USC,25000,2010,25000,0.00398406374501992
Memphis,25000,2010,25000,0.00398406374501992
Clemson,25000,2010,25000,0.00398406374501992
Georgia,30000,2010,30000,0.0033222591362126247
Oakland,30000,2010,30000,0.0033222591362126247
St Peters,40000,2010,40000,0.0024937655860349127
Wofford,40000,2010,40000,0.0024937655860349127
UAB,50000,2010,50000,0.001996007984031936
Akron,50000,2010,50000,0.001996007984031936
Bucknell,50000,2010,50000,0.001996007984031936
Indiana State,50000,2010,50000,0.001996007984031936
Northern Colorado,50000,2010,50000,0.001996007984031936
Princeton,50000,2010,50000,0.001996007984031936
UC Santa Barbara,50000,2010,50000,0.001996007984031936
Alabama State,100000,2010,100000,0.000999000999000999
Arkansas-Little Rock,100000,2010,100000,0.000999000999000999
Boston U,100000,2010,100000,0.000999000999000999
Hampton,100000,2010,100000,0.000999000999000999
Long Island,100000,2010,100000,0.000999000999000999
Texas San Antonio,100000,2010,100000,0.000999000999000999
UNC Asheville,100000,2010,100000,0.000999000999000999
FIELD,0,2010,0,1.0
Virginia Tech,0,2010,0,1.0
Baylor,0,2010,0,1.0
Maryland,0,2010,0,1.0
St Mary's (CA),0,2010,0,1.0
Alabama,0,2010,0,1.0
UTEP,0,2010,0,1.0
Boston College,0,2010,0,1.0
Missouri State,0,2010,0,1.0
Wichita State,0,2010,0,1.0
Washington State,0,2010,0,1.0
Ole Miss,0,2010,0,1.0
California,0,2010,0,1.0
Dayton,0,2010,0,1.0
Minnesota,0,2010,0,1.0
Murray State,0,2010,0,1.0
Mississippi State,0,2010,0,1.0
Oklahoma State,0,2010,0,1.0
Stanford,0,2010,0,1.0
Arkansas,0,2010,0,1.0
Northwestern,0,2010,0,1.0
NC State,0,2010,0,1.0
Miami (FL),0,2010,0,1.0
Wake Forest,0,2010,0,1.0
Georgia Tech,0,2010,0,1.0
Seton Hall,0,2010,0,1.0
Texas Tech,0,2010,0,1.0
LSU,0,2010,0,1.0
Oklahoma,0,2010,0,1.0
Indiana,0,2010,0,1.0
Arizona State,0,2010,0,1.0
Oregon,0,2010,0,1.0
Iowa,0,2010,0,1.0
Auburn,0,2010,0,1.0
Creighton,0,2010,0,1.0
Illinois State,0,2010,0,1.0
Nevada,0,2010,0,1.0
New Mexico,0,2010,0,1.0
Northern Iowa,0,2010,0,1.0
Oregon State,0,2010,0,1.0
Providence,0,2010,0,1.0
Rhode Island,0,2010,0,1.0
Siena,0,2010,0,1.0
South Carolina,0,2010,0,1.0
South Florida,0,2010,0,1.0
Southern Illinois,0,2010,0,1.0
St Louis,0,2010,0,1.0
Utah,0,2010,0,1.0
Virginia,0,2010,0,1.0
Western Kentucky,0,2010,0,1.0
Kentucky,185,2011,185,0.3508771929824561
Kansas,1000,2011,1000,0.09090909090909091
Ohio State,650,2011,650,0.13333333333333333
Louisville,3300,2011,3300,0.029411764705882353
Syracuse,1200,2011,1200,0.07692307692307693
North Carolina,500,2011,500,0.16666666666666666
Florida,6600,2011,6600,0.014925373134328358
Baylor,2500,2011,2500,0.038461538461538464
Michigan State,800,2011,800,0.1111111111111111
Marquette,3500,2011,3500,0.027777777777777776
Wisconsin,5000,2011,5000,0.0196078431372549
Indiana,6600,2011,6600,0.014925373134328358
Cincinnati,6600,2011,6600,0.014925373134328358
NC State,12500,2011,12500,0.007936507936507936
Xavier,20000,2011,20000,0.004975124378109453
Ohio,0,2011,0,1.0
Florida State,3300,2011,3300,0.029411764705882353
Vanderbilt,4000,2011,4000,0.024390243902439025
Georgetown,5000,2011,5000,0.0196078431372549
Kansas State,10000,2011,10000,0.009900990099009901
Murray State,8000,2011,8000,0.012345679012345678
New Mexico,6600,2011,6600,0.014925373134328358
Gonzaga,12500,2011,12500,0.007936507936507936
South Florida,15000,2011,15000,0.006622516556291391
Creighton,15000,2011,15000,0.006622516556291391
St Louis,15000,2011,15000,0.006622516556291391
Iowa State,20000,2011,20000,0.004975124378109453
Colorado,30000,2011,30000,0.0033222591362126247
VCU,30000,2011,30000,0.0033222591362126247
Purdue,12500,2011,12500,0.007936507936507936
Lehigh,0,2011,0,1.0
Norfolk State,0,2011,0,1.0
Duke,1000,2011,1000,0.09090909090909091
Missouri,1200,2011,1200,0.07692307692307693
Wichita State,5000,2011,5000,0.0196078431372549
Memphis,6600,2011,6600,0.014925373134328358
Michigan,6600,2011,6600,0.014925373134328358
Connecticut,6600,2011,6600,0.014925373134328358
UNLV,10000,2011,10000,0.009900990099009901
Texas,10000,2011,10000,0.009900990099009901
BYU,12500,2011,12500,0.007936507936507936
Alabama,15000,2011,15000,0.006622516556291391
Notre Dame,15000,2011,15000,0.006622516556291391
Temple,15000,2011,15000,0.006622516556291391
West Virginia,15000,2011,15000,0.006622516556291391
St Mary's (CA),15000,2011,15000,0.006622516556291391
Virginia,20000,2011,20000,0.004975124378109453
Belmont,20000,2011,20000,0.004975124378109453
Vermont,20000,2011,20000,0.004975124378109453
Southern Miss,25000,2011,25000,0.00398406374501992
Harvard,25000,2011,25000,0.00398406374501992
Davidson,30000,2011,30000,0.0033222591362126247
FIELD,0,2011,0,1.0
Long Beach State,0,2011,0,1.0
Arizona,0,2011,0,1.0
California,0,2011,0,1.0
Seton Hall,0,2011,0,1.0
Washington,0,2011,0,1.0
San Diego State,0,2011,0,1.0
Miami (FL),0,2011,0,1.0
Iowa,0,2011,0,1.0
Mississippi State,0,2011,0,1.0
St Mary's (CA),0,2011,0,1.0
Illinois,0,2011,0,1.0
UCLA,0,2011,0,1.0
Stanford,0,2011,0,1.0
George Mason,0,2011,0,1.0
Minnesota,0,2011,0,1.0
Oregon,0,2011,0,1.0
Texas A&M,0,2011,0,1.0
Northwestern,0,2011,0,1.0
Butler,0,2011,0,1.0
Villanova,0,2011,0,1.0
Tennessee,0,2011,0,1.0
Clemson,0,2011,0,1.0
St John's,0,2011,0,1.0
Maryland,0,2011,0,1.0
Oklahoma State,0,2011,0,1.0
Georgia,0,2011,0,1.0
USC,0,2011,0,1.0
Arkansas,0,2011,0,1.0
Dayton,0,2011,0,1.0
Old Dominion,0,2011,0,1.0
Pittsburgh,0,2011,0,1.0
Virginia Tech,0,2011,0,1.0
Oregon State,0,2011,0,1.0
Oklahoma,0,2011,0,1.0
Washington State,0,2011,0,1.0
Georgia Tech,0,2011,0,1.0
Ole Miss,0,2011,0,1.0
Arizona State,0,2011,0,1.0
LSU,0,2011,0,1.0
Auburn,0,2011,0,1.0
Boise State,0,2011,0,1.0
Boston College,0,2011,0,1.0
Colorado State,0,2011,0,1.0
Duquesne,0,2011,0,1.0
Nebraska,0,2011,0,1.0
Penn State,0,2011,0,1.0
Providence,0,2011,0,1.0
Richmond,0,2011,0,1.0
Rutgers,0,2011,0,1.0
South Carolina,0,2011,0,1.0
Texas Tech,0,2011,0,1.0
Tulsa,0,2011,0,1.0
UAB,0,2011,0,1.0
UC Santa Barbara,0,2011,0,1.0
Utah,0,2011,0,1.0
Utah State,0,2011,0,1.0
UTEP,0,2011,0,1.0
Wake Forest,0,2011,0,1.0
Louisville,450,2012,450,0.18181818181818182
Michigan,1800,2012,1800,0.05263157894736842
Syracuse,2200,2012,2200,0.043478260869565216
Wichita State,0,2012,0,1.0
Florida,700,2012,700,0.125
Ohio State,1400,2012,1400,0.06666666666666667
Duke,900,2012,900,0.1
Marquette,5000,2012,5000,0.0196078431372549
Indiana,500,2012,500,0.16666666666666666
Miami (FL),800,2012,800,0.1111111111111111
Kansas,1000,2012,1000,0.09090909090909091
Michigan State,1800,2012,1800,0.05263157894736842
Arizona,5000,2012,5000,0.0196078431372549
Oregon,12500,2012,12500,0.007936507936507936
La Salle,0,2012,0,1.0
Florida Gulf Coast,0,2012,0,1.0
Gonzaga,900,2012,900,0.1
St Louis,2500,2012,2500,0.038461538461538464
North Carolina,5000,2012,5000,0.0196078431372549
Memphis,8000,2012,8000,0.012345679012345678
Butler,8000,2012,8000,0.012345679012345678
Minnesota,10000,2012,10000,0.009900990099009901
California,15000,2012,15000,0.006622516556291391
Iowa State,20000,2012,20000,0.004975124378109453
San Diego State,12500,2012,12500,0.007936507936507936
Creighton,12500,2012,12500,0.007936507936507936
Illinois,20000,2012,20000,0.004975124378109453
Ole Miss,20000,2012,20000,0.004975124378109453
Colorado State,30000,2012,30000,0.0033222591362126247
Georgetown,1600,2012,1600,0.058823529411764705
New Mexico,1600,2012,1600,0.058823529411764705
Wisconsin,2800,2012,2800,0.034482758620689655
Pittsburgh,5000,2012,5000,0.0196078431372549
VCU,5000,2012,5000,0.0196078431372549
Kansas State,6600,2012,6600,0.014925373134328358
NC State,6600,2012,6600,0.014925373134328358
UNLV,6600,2012,6600,0.014925373134328358
Oklahoma State,10000,2012,10000,0.009900990099009901
UCLA,10000,2012,10000,0.009900990099009901
Missouri,12500,2012,12500,0.007936507936507936
Notre Dame,12500,2012,12500,0.007936507936507936
Cincinnati,20000,2012,20000,0.004975124378109453
Temple,20000,2012,20000,0.004975124378109453
Davidson,25000,2012,25000,0.00398406374501992
Belmont,25000,2012,25000,0.00398406374501992
Akron,25000,2012,25000,0.00398406374501992
Bucknell,25000,2012,25000,0.00398406374501992
Oklahoma,30000,2012,30000,0.0033222591362126247
FIELD,0,2012,0,1.0
Kentucky,0,2012,0,1.0
Colorado,0,2012,0,1.0
Virginia,0,2012,0,1.0
Alabama,0,2012,0,1.0
St Mary's (CA),0,2012,0,1.0
Baylor,0,2012,0,1.0
Villanova,0,2012,0,1.0
Tennessee,0,2012,0,1.0
Texas,0,2012,0,1.0
Xavier,0,2012,0,1.0
Arkansas,0,2012,0,1.0
Maryland,0,2012,0,1.0
West Virginia,0,2012,0,1.0
Florida State,0,2012,0,1.0
Seton Hall,0,2012,0,1.0
BYU,0,2012,0,1.0
Iowa,0,2012,0,1.0
Stanford,0,2012,0,1.0
Oregon State,0,2012,0,1.0
Texas A&M,0,2012,0,1.0
St John's,0,2012,0,1.0
LSU,0,2012,0,1.0
Washington,0,2012,0,1.0
Murray State,0,2012,0,1.0
Virginia Tech,0,2012,0,1.0
USC,0,2012,0,1.0
Georgia,0,2012,0,1.0
St Joseph's,0,2012,0,1.0
Ohio,0,2012,0,1.0
Vanderbilt,0,2012,0,1.0
U Mass,0,2012,0,1.0
Mississippi State,0,2012,0,1.0
Purdue,0,2012,0,1.0
South Florida,0,2012,0,1.0
Drexel,0,2012,0,1.0
Providence,0,2012,0,1.0
Clemson,0,2012,0,1.0
Northern Iowa,0,2012,0,1.0
Southern Miss,0,2012,0,1.0
Dayton,0,2012,0,1.0
DePaul,0,2012,0,1.0
George Mason,0,2012,0,1.0
Georgia Tech,0,2012,0,1.0
Harvard,0,2012,0,1.0
Long Beach State,0,2012,0,1.0
Marshall,0,2012,0,1.0
Nevada,0,2012,0,1.0
Northwestern,0,2012,0,1.0
Richmond,0,2012,0,1.0
Rutgers,0,2012,0,1.0
South Carolina,0,2012,0,1.0
St Bonaventure,0,2012,0,1.0
Utah State,0,2012,0,1.0
Central Florida,0,2012,0,1.0
Connecticut,9500,2013,9500,0.010416666666666666
Kentucky,5000,2013,5000,0.0196078431372549
Florida,550,2013,550,0.15384615384615385
Wisconsin,2200,2013,2200,0.043478260869565216
Arizona,800,2013,800,0.1111111111111111
Michigan State,550,2013,550,0.15384615384615385
Michigan,3500,2013,3500,0.027777777777777776
Dayton,50000,2013,50000,0.001996007984031936
Louisville,550,2013,550,0.15384615384615385
Virginia,1500,2013,1500,0.0625
UCLA,3500,2013,3500,0.027777777777777776
Baylor,9000,2013,9000,0.01098901098901099
Iowa State,3000,2013,3000,0.03225806451612903
Tennessee,20000,2013,20000,0.004975124378109453
San Diego State,8500,2013,8500,0.011627906976744186
Stanford,30000,2013,30000,0.0033222591362126247
Kansas,1300,2013,1300,0.07142857142857142
Wichita State,1500,2013,1500,0.0625
Syracuse,1800,2013,1800,0.05263157894736842
Villanova,3000,2013,3000,0.03225806451612903
Creighton,4000,2013,4000,0.024390243902439025
North Carolina,7500,2013,7500,0.013157894736842105
Pittsburgh,10000,2013,10000,0.009900990099009901
Oregon,10000,2013,10000,0.009900990099009901
Texas,12000,2013,12000,0.008264462809917356
St Louis,12500,2013,12500,0.007936507936507936
Memphis,12500,2013,12500,0.007936507936507936
Gonzaga,15000,2013,15000,0.006622516556291391
Harvard,50000,2013,50000,0.001996007984031936
FIELD,12500,2013,12500,0.007936507936507936
North Dakota State,50000,2013,50000,0.001996007984031936
Duke,2000,2013,2000,0.047619047619047616
Oklahoma State,6000,2013,6000,0.01639344262295082
Ohio State,7500,2013,7500,0.013157894736842105
Oklahoma,9500,2013,9500,0.010416666666666666
Cincinnati,9500,2013,9500,0.010416666666666666
New Mexico,12000,2013,12000,0.008264462809917356
VCU,12000,2013,12000,0.008264462809917356
U Mass,15000,2013,15000,0.006622516556291391
Iowa,20000,2013,20000,0.004975124378109453
Providence,30000,2013,30000,0.0033222591362126247
Arizona State,30000,2013,30000,0.0033222591362126247
Nebraska,40000,2013,40000,0.0024937655860349127
Kansas State,50000,2013,50000,0.001996007984031936
Xavier,50000,2013,50000,0.001996007984031936
Colorado,50000,2013,50000,0.001996007984031936
BYU,50000,2013,50000,0.001996007984031936
NC State,50000,2013,50000,0.001996007984031936
St Joseph's,50000,2013,50000,0.001996007984031936
George Washington,50000,2013,50000,0.001996007984031936
Arkansas,0,2013,0,1.0
Missouri,0,2013,0,1.0
Marquette,0,2013,0,1.0
California,0,2013,0,1.0
Indiana,0,2013,0,1.0
Ole Miss,0,2013,0,1.0
Minnesota,0,2013,0,1.0
Georgetown,0,2013,0,1.0
Florida State,0,2013,0,1.0
Green Bay,0,2013,0,1.0
St Mary's (CA),0,2013,0,1.0
Boise State,0,2013,0,1.0
Southern Miss,0,2013,0,1.0
Washington,0,2013,0,1.0
LSU,0,2013,0,1.0
Butler,0,2013,0,1.0
UNLV,0,2013,0,1.0
Illinois,0,2013,0,1.0
Maryland,0,2013,0,1.0
St John's,0,2013,0,1.0
Purdue,0,2013,0,1.0
Notre Dame,0,2013,0,1.0
La Salle,0,2013,0,1.0
Alabama,0,2013,0,1.0
West Virginia,0,2013,0,1.0
Belmont,0,2013,0,1.0
Richmond,0,2013,0,1.0
Texas A&M,0,2013,0,1.0
Charlotte,0,2013,0,1.0
Clemson,0,2013,0,1.0
Miami (FL),0,2013,0,1.0
Northern Iowa,0,2013,0,1.0
Vanderbilt,0,2013,0,1.0
Colorado State,0,2013,0,1.0
South Carolina,0,2013,0,1.0
Temple,0,2013,0,1.0
Akron,0,2013,0,1.0
Central Florida,0,2013,0,1.0
Ohio,0,2013,0,1.0
Middle Tennessee State,0,2013,0,1.0
Georgia Tech,0,2013,0,1.0
Northwestern,0,2013,0,1.0
UTEP,0,2013,0,1.0
Georgia,0,2013,0,1.0
USC,0,2013,0,1.0
Evansville,0,2013,0,1.0
East Carolina,0,2013,0,1.0
Fresno State,0,2013,0,1.0
Wake Forest,0,2013,0,1.0
Davidson,0,2013,0,1.0
Boston College,0,2013,0,1.0
George Mason,0,2013,0,1.0
Rhode Island,0,2013,0,1.0
Duke,1000,2014,1000,0.09090909090909091
Wisconsin,700,2014,700,0.125
Kentucky,110,2014,110,0.47619047619047616
Michigan State,4000,2014,4000,0.024390243902439025
Arizona,850,2014,850,0.10526315789473684
Gonzaga,1800,2014,1800,0.05263157894736842
Notre Dame,2800,2014,2800,0.034482758620689655
Louisville,6600,2014,6600,0.014925373134328358
Oklahoma,5000,2014,5000,0.0196078431372549
Wichita State,6600,2014,6600,0.014925373134328358
Utah,5000,2014,5000,0.0196078431372549
North Carolina,4000,2014,4000,0.024390243902439025
NC State,20000,2014,20000,0.004975124378109453
Xavier,20000,2014,20000,0.004975124378109453
West Virginia,10000,2014,10000,0.009900990099009901
UCLA,20000,2014,20000,0.004975124378109453
Villanova,800,2014,800,0.1111111111111111
Virginia,1200,2014,1200,0.07692307692307693
Kansas,4000,2014,4000,0.024390243902439025
Northern Iowa,8000,2014,8000,0.012345679012345678
Maryland,10000,2014,10000,0.009900990099009901
Ohio State,8000,2014,8000,0.012345679012345678
Butler,15000,2014,15000,0.006622516556291391
Iowa,20000,2014,20000,0.004975124378109453
Georgetown,10000,2014,10000,0.009900990099009901
Oregon,30000,2014,30000,0.0033222591362126247
Arkansas,15000,2014,15000,0.006622516556291391
San Diego State,30000,2014,30000,0.0033222591362126247
Dayton,30000,2014,30000,0.0033222591362126247
Georgia State,50000,2014,50000,0.001996007984031936
UAB,100000,2014,100000,0.000999000999000999
Cincinnati,30000,2014,30000,0.0033222591362126247
Iowa State,2500,2014,2500,0.038461538461538464
SMU,5000,2014,5000,0.0196078431372549
Baylor,6600,2014,6600,0.014925373134328358
Texas,10000,2014,10000,0.009900990099009901
VCU,10000,2014,10000,0.009900990099009901
LSU,20000,2014,20000,0.004975124378109453
Georgia,20000,2014,20000,0.004975124378109453
Providence,20000,2014,20000,0.004975124378109453
St John's,20000,2014,20000,0.004975124378109453
BYU,20000,2014,20000,0.004975124378109453
Davidson,20000,2014,20000,0.004975124378109453
Oklahoma State,30000,2014,30000,0.0033222591362126247
Indiana,30000,2014,30000,0.0033222591362126247
Harvard,30000,2014,30000,0.0033222591362126247
Purdue,30000,2014,30000,0.0033222591362126247
Ole Miss,50000,2014,50000,0.001996007984031936
Boise State,50000,2014,50000,0.001996007984031936
Eastern Washington,50000,2014,50000,0.001996007984031936
Northeastern,50000,2014,50000,0.001996007984031936
Stephen F Austin,50000,2014,50000,0.001996007984031936
UC Irvine,50000,2014,50000,0.001996007984031936
Valparaiso,50000,2014,50000,0.001996007984031936
Albany,100000,2014,100000,0.000999000999000999
Buffalo,100000,2014,100000,0.000999000999000999
New Mexico State,100000,2014,100000,0.000999000999000999
Wyoming,100000,2014,100000,0.000999000999000999
Belmont,250000,2014,250000,0.00039984006397441024
Coastal Carolina,250000,2014,250000,0.00039984006397441024
Hampton,250000,2014,250000,0.00039984006397441024
Lafayette,250000,2014,250000,0.00039984006397441024
Manhattan,250000,2014,250000,0.00039984006397441024
North Dakota State,250000,2014,250000,0.00039984006397441024
North Florida,250000,2014,250000,0.00039984006397441024
Robert Morris,250000,2014,250000,0.00039984006397441024
Texas Southern,250000,2014,250000,0.00039984006397441024
Wofford,250000,2014,250000,0.00039984006397441024
Connecticut,0,2014,0,1.0
Colorado State,0,2014,0,1.0
Miami (FL),0,2014,0,1.0
Illinois,0,2014,0,1.0
Stanford,0,2014,0,1.0
Pittsburgh,0,2014,0,1.0
Florida,0,2014,0,1.0
Syracuse,0,2014,0,1.0
Nebraska,0,2014,0,1.0
Washington,0,2014,0,1.0
Minnesota,0,2014,0,1.0
Memphis,0,2014,0,1.0
Kansas State,0,2014,0,1.0
Missouri,0,2014,0,1.0
Michigan,0,2014,0,1.0
Tennessee,0,2014,0,1.0
Colorado,0,2014,0,1.0
Arizona State,0,2014,0,1.0
Marquette,0,2014,0,1.0
Texas A&M,0,2014,0,1.0
New Mexico,0,2014,0,1.0
Seton Hall,0,2014,0,1.0
Clemson,0,2014,0,1.0
Georgia Tech,0,2014,0,1.0
UNLV,0,2014,0,1.0
Alabama,0,2014,0,1.0
Penn State,0,2014,0,1.0
California,0,2014,0,1.0
